"trip_id","driver_id","driver_name","rider_id","city","pickup_lat","pickup_lng","drop_lat","drop_lng","distance_km","fare_amount","status","payment_method","pickup_date","pickup_time","drop_date","drop_time"
"40825","1068","Zachary Sullivan","94937","San Francisco","37.7343","-92.5631","37.6871","-92.6019","8.4","15.01","Completed","UPI","2023-01-29","08:24:00","2023-01-29","08:49:12"
"40826","5372","Mindy Lee","84185","Seattle","40.3114","-88.2913","40.3093","-88.2806","0.8","4.92","Completed","Card","2023-01-29","08:25:00","2023-01-29","08:27:24"
"40827","7320","Cheryl Miller","92638","Chicago","39.2404","-112.22","39.2526","-112.228","5.96","8.91","Completed","Wallet","2023-01-29","08:26:00","2023-01-29","08:43:52"
"40828","4018","Jenna Cummings","97620","New York","40.5998","-95.715","40.6359","-95.7467","8.96","12.38","Cancelled","UPI","2023-01-29","08:27:00","2023-01-29","08:53:52"
"40829","3653","Stephen Mills","52476","Los Angeles","38.3476","-109.318","38.39","-109.283","5.22","13.28","Completed","Card","2023-01-29","08:28:00","2023-01-29","08:43:39"
"40830","9532","Lee Jones","84833","Los Angeles","37.9595","-91.4809","37.928","-91.5077","4.6","10.9","Cancelled","Cash","2023-01-29","08:29:00","2023-01-29","08:42:48"
"40831","9612","Gary Long","92232","New York","38.0691","-108.114","38.0916","-108.079","5.79","17.4","Completed","Cash","2023-01-29","08:30:00","2023-01-29","08:47:22"
"40832","3275","Jennifer Avery","52799","Boston","40.9939","-88.7233","41.0075","-88.7083","5.12","17.03","Completed","UPI","2023-01-29","08:31:00","2023-01-29","08:46:21"
"40833","2918","Anne Garcia","88641","Chicago","40.2766","-77.6466","40.2942","-77.6538","3.71","11.8","Completed","Wallet","2023-01-29","08:32:00","2023-01-29","08:43:07"
"40834","1472","Jim Walker","62164","New York","39.9561","-95.2256","39.9081","-95.2718","8.63","19.21","Completed","Cash","2023-01-29","08:33:00","2023-01-29","08:58:53"
"40835","4421","Dale Mullins","27005","Boston","37.6879","-108.407","37.6432","-108.455","5.61","11.15","Cancelled","Card","2023-01-29","08:34:00","2023-01-29","08:50:49"
"40836","6929","Joseph Holloway","62186","Chicago","37.1657","-99.1255","37.2041","-99.1182","11.12","18.37","Completed","Card","2023-01-29","08:35:00","2023-01-29","09:08:21"
"40837","6765","Tyrone Horton","72680","New York","38.4189","-91.0794","38.461","-91.0503","3.04","9.32","Completed","Cash","2023-01-29","08:36:00","2023-01-29","08:45:07"
"40838","3087","Lauren Williams","14211","Los Angeles","40.8006","-103.786","40.8005","-103.791","6.06","14.01","Completed","UPI","2023-01-29","08:37:00","2023-01-29","08:55:10"
"40839","8817","Willie Bullock","56489","San Francisco","38.3175","-102.521","38.3242","-102.509","8.55","19.83","Completed","UPI","2023-01-29","08:38:00","2023-01-29","09:03:39"
"40840","9185","Shelly Hatfield","29734","San Francisco","39.8006","-81.0247","39.8007","-81.0372","5.59","13.24","Completed","Cash","2023-01-29","08:39:00","2023-01-29","08:55:46"
"40841","9447","Jeffrey Wells","51046","Los Angeles","38.669","-86.2116","38.6611","-86.1916","9.57","22.62","Completed","UPI","2023-01-29","08:40:00","2023-01-29","09:08:42"
"40842","4869","Samantha Sanchez","76784","Seattle","37.2135","-77.2398","37.1654","-77.2258","9.32","16.89","Completed","Cash","2023-01-29","08:41:00","2023-01-29","09:08:57"
"40843","6716","Joshua Haas","86030","Seattle","37.9992","-120.731","38.0006","-120.752","5.29","15.06","Completed","UPI","2023-01-29","08:42:00","2023-01-29","08:57:52"
"40844","8996","Dennis Rios","62213","San Francisco","40.6265","-99.7664","40.6472","-99.7534","4.6","8.85","Completed","Wallet","2023-01-29","08:43:00","2023-01-29","08:56:48"
"40845","9730","Bradley Freeman","21537","New York","40.8758","-85.2142","40.8629","-85.2414","11.85","25.35","Completed","Cash","2023-01-29","08:44:00","2023-01-29","09:19:33"
"40846","4387","Nicholas Garner","77910","Los Angeles","37.2929","-113.186","37.3233","-113.206","8.7","18.09","Completed","Wallet","2023-01-29","08:45:00","2023-01-29","09:11:06"
"40847","1857","Todd Page","73711","Los Angeles","38.6446","-113.945","38.5951","-113.924","7.19","14.75","Completed","Card","2023-01-29","08:46:00","2023-01-29","09:07:34"
"40848","1131","William Cohen","24022","San Francisco","38.242","-87.0787","38.268","-87.1156","8.11","16.13","Completed","Card","2023-01-29","08:47:00","2023-01-29","09:11:19"
"40849","6722","Austin Curry","71307","San Francisco","37.4948","-90.2056","37.543","-90.1847","8.57","16.47","Completed","Wallet","2023-01-29","08:48:00","2023-01-29","09:13:42"
"40850","3915","Melanie Smith","18327","Los Angeles","37.3196","-93.7529","37.3057","-93.7458","5.96","13.02","Completed","Card","2023-01-29","08:49:00","2023-01-29","09:06:52"
"40851","3586","Pamela Swanson","81281","New York","40.1997","-74.1196","40.2009","-74.1692","8.08","15.9","No-Show","Card","2023-01-29","08:50:00","2023-01-29","09:14:14"
"40852","4374","Allison Jones","40137","Boston","40.9015","-97.8465","40.9404","-97.8893","4.17","11.02","Completed","Wallet","2023-01-29","08:51:00","2023-01-29","09:03:30"
"40853","3031","Adam Green","99044","New York","38.6599","-121.188","38.6845","-121.208","11.35","23.46","Completed","Card","2023-01-29","08:52:00","2023-01-29","09:26:03"
"40854","2925","Steve Jackson","59513","New York","38.2242","-79.1989","38.2578","-79.1646","9.34","16.37","Completed","Cash","2023-01-29","08:53:00","2023-01-29","09:21:01"
"40855","3001","Matthew Preston","44610","Boston","39.6707","-96.2057","39.6809","-96.2155","7.55","21.16","Completed","UPI","2023-01-29","08:54:00","2023-01-29","09:16:39"
"40856","5377","Mariah Johnson","54448","New York","38.6412","-101.286","38.5918","-101.272","0.35","4.04","Completed","Cash","2023-01-29","08:55:00","2023-01-29","08:56:03"
"40857","7635","Jason Rios","75309","New York","39.6182","-85.1042","39.6476","-85.1454","1.66","4.32","Cancelled","Card","2023-01-29","08:56:00","2023-01-29","09:00:58"
"40858","8366","Tyler Cross","47441","Los Angeles","40.221","-82.5387","40.2489","-82.5454","6.62","12.52","Completed","Cash","2023-01-29","08:57:00","2023-01-29","09:16:51"
"40859","6494","Steven Walker","89035","Boston","38.5255","-97.8002","38.5529","-97.7815","5.94","15.37","Completed","Wallet","2023-01-29","08:58:00","2023-01-29","09:15:49"
"40860","1665","Dawn Dominguez","70387","Boston","37.003","-80.6451","36.9599","-80.6438","3.81","11.65","Completed","Cash","2023-01-29","08:59:00","2023-01-29","09:10:25"
"40861","7698","Craig Pope","97317","Seattle","39.3046","-74.25","39.2551","-74.2235","1.49","6.28","Cancelled","Wallet","2023-01-29","09:00:00","2023-01-29","09:04:28"
"40862","6441","Patricia Kane","95023","New York","40.0485","-93.1798","40.0944","-93.1898","9.09","20.58","No-Show","Wallet","2023-01-29","09:01:00","2023-01-29","09:28:16"
"40863","2646","Michael Nguyen","99072","Chicago","39.1783","-114.129","39.1513","-114.137","9.45","17.66","Completed","Wallet","2023-01-29","09:02:00","2023-01-29","09:30:21"
"40864","5507","Cameron Roach","57856","Boston","38.7295","-91.8265","38.6941","-91.8147","7.8","20.23","Completed","Wallet","2023-01-29","09:03:00","2023-01-29","09:26:24"
"40865","6599","Alison Turner","42903","San Francisco","40.7073","-120.751","40.6922","-120.731","9.98","20.77","Cancelled","Card","2023-01-29","09:04:00","2023-01-29","09:33:56"
"40866","2163","Miranda Richardson","76622","Boston","40.76","-103.444","40.7841","-103.458","8.67","14.64","Completed","Wallet","2023-01-29","09:05:00","2023-01-29","09:31:00"
"40867","3925","Patricia Evans DVM","75744","Seattle","39.8839","-114.912","39.9164","-114.88","14.92","32.26","Completed","Cash","2023-01-29","09:06:00","2023-01-29","09:50:45"
"40868","7833","Monica Robertson","20279","San Francisco","39.3978","-92.8102","39.43","-92.7846","8.58","21.32","Completed","Wallet","2023-01-29","09:07:00","2023-01-29","09:32:44"
"40869","8671","Michael Bauer","81340","Seattle","37.744","-116.758","37.7415","-116.726","11.11","28.89","Completed","UPI","2023-01-29","09:08:00","2023-01-29","09:41:19"
"40870","6052","Nicole Hughes","59665","San Francisco","38","-112.813","37.9663","-112.796","11.15","16.61","Completed","UPI","2023-01-29","09:09:00","2023-01-29","09:42:27"
"40871","6913","Debra Griffith","62198","San Francisco","40.7175","-94.5814","40.7629","-94.6292","4.08","9.17","Completed","UPI","2023-01-29","09:10:00","2023-01-29","09:22:14"
"40872","9924","Tim Gilmore","97279","Boston","40.2648","-105.475","40.2687","-105.505","1.1","4.67","Completed","Wallet","2023-01-29","09:11:00","2023-01-29","09:14:18"
"40873","5486","Veronica Howe","88576","Boston","40.7107","-120.626","40.703","-120.607","6.41","9.74","No-Show","Cash","2023-01-29","09:12:00","2023-01-29","09:31:13"
"40874","8311","Gary Burnett","69971","Los Angeles","39.8991","-89.5994","39.9414","-89.6362","3.99","9.23","Completed","Cash","2023-01-29","09:13:00","2023-01-29","09:24:58"
"40875","7879","Ryan Bailey","99321","Seattle","40.2253","-78.7972","40.1851","-78.8127","11.93","27.56","Completed","UPI","2023-01-29","09:14:00","2023-01-29","09:49:47"
"40876","1026","Samuel Lee","61545","Los Angeles","40.1437","-108.719","40.0993","-108.749","11.34","28.74","Cancelled","Cash","2023-01-29","09:15:00","2023-01-29","09:49:01"
"40877","8911","Paul Jacobs","68760","San Francisco","40.838","-116.463","40.8842","-116.425","5.94","14.98","Completed","Wallet","2023-01-29","09:16:00","2023-01-29","09:33:49"
"40878","3670","David Christian","80622","Los Angeles","39.7224","-104.24","39.7495","-104.267","8.03","16.15","Cancelled","UPI","2023-01-29","09:17:00","2023-01-29","09:41:05"
"40879","6627","Scott Kennedy","55106","Chicago","38.6191","-79.0342","38.5863","-79.0363","8.18","17.78","Completed","Card","2023-01-29","09:18:00","2023-01-29","09:42:32"
"40880","1883","Thomas Ruiz","42453","Los Angeles","37.2336","-84.7904","37.2145","-84.7565","5.68","11.17","Completed","UPI","2023-01-29","09:19:00","2023-01-29","09:36:02"
"40881","6910","Patrick Schmitt","17370","San Francisco","39.4468","-89.4192","39.4404","-89.4188","6","12.71","Completed","Card","2023-01-29","09:20:00","2023-01-29","09:38:00"
"40882","1126","David Murray","75144","New York","40.4316","-107.574","40.4174","-107.577","6.36","14.36","Completed","Card","2023-01-29","09:21:00","2023-01-29","09:40:04"
"40883","2479","Christie Little","58595","Chicago","37.7839","-89.3194","37.7643","-89.3083","3.42","10.06","Completed","Wallet","2023-01-29","09:22:00","2023-01-29","09:32:15"
"40884","9510","Shannon Andrews","23307","Boston","39.3304","-121.557","39.3561","-121.562","3.21","10.79","Completed","Cash","2023-01-29","09:23:00","2023-01-29","09:32:37"
"40885","3488","Richard Williams","72059","Chicago","37.3308","-107.588","37.3054","-107.609","12.22","24.49","Completed","Card","2023-01-29","09:24:00","2023-01-29","10:00:39"
"40886","1340","Ashley Walters","15722","New York","39.4302","-84.2021","39.425","-84.1546","8.56","18.22","Completed","Wallet","2023-01-29","09:25:00","2023-01-29","09:50:40"
"40887","5873","Eric Strickland","28461","New York","40.967","-104.775","40.984","-104.746","5.17","13.32","Completed","UPI","2023-01-29","09:26:00","2023-01-29","09:41:30"
"40888","7856","Chelsea Johnson","63958","Seattle","38.1345","-119.302","38.1313","-119.298","5.65","15.64","Completed","Cash","2023-01-29","09:27:00","2023-01-29","09:43:57"
"40889","7101","Melissa Webb","63476","San Francisco","37.8029","-102.86","37.7938","-102.894","7.32","17.36","Completed","Wallet","2023-01-29","09:28:00","2023-01-29","09:49:57"
"40890","2605","Sarah Fletcher","29023","Seattle","39.9781","-120.966","39.965","-120.932","7.08","19.08","Completed","UPI","2023-01-29","09:29:00","2023-01-29","09:50:14"
"40891","6277","Chad Vega","96250","New York","39.2077","-108.807","39.2411","-108.835","5.87","10.74","Completed","Wallet","2023-01-29","09:30:00","2023-01-29","09:47:36"
"40892","6836","Kimberly Sanders","74595","Boston","38.9734","-79.2826","38.9979","-79.2722","10.4","29.93","Completed","UPI","2023-01-29","09:31:00","2023-01-29","10:02:12"
"40893","3408","Bradley Ross","74112","Chicago","39.9587","-73.2046","39.9105","-73.171","0.92","5.62","Completed","Cash","2023-01-29","09:32:00","2023-01-29","09:34:45"
"40894","3839","Heather Rodriguez","51829","Chicago","39.3718","-79.6748","39.3875","-79.7071","9.15","19.89","Completed","UPI","2023-01-29","09:33:00","2023-01-29","10:00:27"
"40895","2108","Paul Watson","41059","Chicago","40.714","-80.3426","40.703","-80.3359","7.25","17.81","Cancelled","UPI","2023-01-29","09:34:00","2023-01-29","09:55:45"
"40896","5454","Kathryn Stokes","14053","Seattle","38.5406","-81.9619","38.5742","-81.9419","8.09","20.77","Completed","UPI","2023-01-29","09:35:00","2023-01-29","09:59:16"
"40897","7870","Lisa Miller","10837","Los Angeles","38.2021","-102.978","38.1721","-103.012","12.96","30.82","Completed","Wallet","2023-01-29","09:36:00","2023-01-29","10:14:52"
"40898","8554","Kenneth Wagner","98939","Chicago","39.8426","-97.1123","39.8438","-97.1606","8.53","14.97","Completed","Wallet","2023-01-29","09:37:00","2023-01-29","10:02:35"
"40899","8414","Glen Wilson","15619","New York","40.3242","-73.3613","40.36","-73.3827","9.42","16.57","Completed","Card","2023-01-29","09:38:00","2023-01-29","10:06:15"
"40900","2925","Steve Jackson","68003","Seattle","37.7026","-89.7527","37.6673","-89.7633","3.52","6.88","Completed","Cash","2023-01-29","09:39:00","2023-01-29","09:49:33"
"40901","7094","Angela Ramirez","78804","Seattle","40.4443","-110.361","40.4656","-110.356","11.81","16.85","Completed","Cash","2023-01-29","09:40:00","2023-01-29","10:15:25"
"40902","8633","Christopher Morales","13274","Los Angeles","39.2059","-79.3569","39.2404","-79.3358","5.35","10.86","Completed","Card","2023-01-29","09:41:00","2023-01-29","09:57:03"
"40903","5400","Jeffrey Duncan","52113","Chicago","39.4072","-103.012","39.4438","-103.039","4.52","11.49","Cancelled","Card","2023-01-29","09:42:00","2023-01-29","09:55:33"
"40904","2976","Brian Morales","26029","Chicago","38.8848","-101.294","38.8392","-101.315","3.53","7.13","Completed","Wallet","2023-01-29","09:43:00","2023-01-29","09:53:35"
"40905","5629","Crystal Scott","20887","Los Angeles","37.9403","-75.2061","37.9122","-75.1949","4.92","14.87","No-Show","UPI","2023-01-29","09:44:00","2023-01-29","09:58:45"
"40906","3082","Leslie Alvarez","90679","Seattle","40.4984","-98.6743","40.4719","-98.6304","9.71","21.89","Completed","UPI","2023-01-29","09:45:00","2023-01-29","10:14:07"
"40907","4444","Tracy Fleming","69015","San Francisco","40.796","-79.4895","40.8219","-79.5125","7.08","14.33","Cancelled","UPI","2023-01-29","09:46:00","2023-01-29","10:07:14"
"40908","1758","Michael Clarke","58784","Chicago","39.5391","-79.3021","39.5567","-79.2618","5.01","14.48","Completed","UPI","2023-01-29","09:47:00","2023-01-29","10:02:01"
"40909","4094","Virginia Cooper","72493","Seattle","37.918","-111.055","37.8693","-111.043","4.49","12.46","Completed","Card","2023-01-29","09:48:00","2023-01-29","10:01:28"
"40910","5379","Michael Ford","65680","San Francisco","40.3724","-77.9322","40.3717","-77.9655","7.24","17.37","Completed","Cash","2023-01-29","09:49:00","2023-01-29","10:10:43"
"40911","1112","Karen Ferrell","26447","Boston","38.1185","-81.0245","38.1147","-81.0531","9.78","20.98","Completed","UPI","2023-01-29","09:50:00","2023-01-29","10:19:20"
"40912","3420","Susan Coleman","50399","Chicago","37.5463","-94.1997","37.5002","-94.2073","7.56","19.61","Completed","Cash","2023-01-29","09:51:00","2023-01-29","10:13:40"
"40913","6283","Stephanie Brewer","12083","Los Angeles","38.9094","-92.6587","38.9551","-92.645","5.99","15.62","Completed","Wallet","2023-01-29","09:52:00","2023-01-29","10:09:58"
"40914","1821","Candice Carlson","24326","Los Angeles","39.936","-87.2833","39.9655","-87.2572","7.2","14.2","Completed","Card","2023-01-29","09:53:00","2023-01-29","10:14:36"
"40915","4639","Alicia Taylor","45504","Boston","38.1479","-80.7667","38.1444","-80.812","7.43","16.26","Completed","UPI","2023-01-29","09:54:00","2023-01-29","10:16:17"
"40916","6764","Steven Harris","53088","Seattle","37.2402","-100.582","37.2537","-100.583","6.82","13.74","Completed","Card","2023-01-29","09:55:00","2023-01-29","10:15:27"
"40917","2819","Jason Stone","30172","Seattle","40.7419","-121.028","40.7284","-121.058","7.07","19.55","Cancelled","Wallet","2023-01-29","09:56:00","2023-01-29","10:17:12"
"40918","1276","Katelyn Silva","82215","Los Angeles","37.3906","-88.2774","37.3491","-88.257","8.96","19.75","Cancelled","Wallet","2023-01-29","09:57:00","2023-01-29","10:23:52"
"40919","7631","Dennis Bass","76154","New York","37.7364","-105.823","37.7139","-105.8","8.62","22.68","Completed","Card","2023-01-29","09:58:00","2023-01-29","10:23:51"
"40920","9011","Robert Banks","86526","San Francisco","40.2325","-103.615","40.2497","-103.623","5.43","15.15","No-Show","UPI","2023-01-29","09:59:00","2023-01-29","10:15:17"
"40921","1275","Jorge Fox","63626","New York","39.5633","-120.133","39.5719","-120.134","5.64","17.41","Completed","Cash","2023-01-29","10:00:00","2023-01-29","10:16:55"
"40922","7333","Cassandra Parker","67932","Seattle","38.1138","-75.6334","38.108","-75.6165","7.27","14.36","Cancelled","Cash","2023-01-29","10:01:00","2023-01-29","10:22:48"
"40923","2893","Madison Cruz","91341","Chicago","40.3083","-85.6003","40.3335","-85.6131","9.52","22.66","Cancelled","Card","2023-01-29","10:02:00","2023-01-29","10:30:33"
"40924","1592","Monica Mitchell","85260","New York","38.6546","-121.057","38.6742","-121.073","5.33","11.44","Completed","Card","2023-01-29","10:03:00","2023-01-29","10:18:59"
"40925","2387","Bradley Campbell","28056","Seattle","37.045","-79.1195","37.0543","-79.1602","4.71","9.29","Completed","Card","2023-01-29","10:04:00","2023-01-29","10:18:07"
"40926","4995","Michael Jackson","97951","Seattle","38.1516","-118.706","38.1784","-118.746","3.05","7.06","Completed","Card","2023-01-29","10:05:00","2023-01-29","10:14:09"
"40927","8093","Catherine Collins","64436","San Francisco","38.8811","-95.2256","38.8792","-95.1841","4.73","7.62","Completed","Card","2023-01-29","10:06:00","2023-01-29","10:20:11"
"40928","6072","Michael Baker","59258","Seattle","39.3658","-118.598","39.3657","-118.609","11.2","26.36","Completed","Card","2023-01-29","10:07:00","2023-01-29","10:40:36"
"40929","6133","Jamie Taylor","56346","Boston","40.0706","-82.6059","40.0678","-82.589","5.18","12.03","Completed","Cash","2023-01-29","10:08:00","2023-01-29","10:23:32"
"40930","7699","Eric Russo","81553","Boston","37.6183","-95.8601","37.6239","-95.8208","3.84","8.78","Completed","Wallet","2023-01-29","10:09:00","2023-01-29","10:20:31"
"40931","4105","Andrea Gomez","69002","Boston","40.1006","-73.9016","40.077","-73.8553","8.4","21.47","Completed","Card","2023-01-29","10:10:00","2023-01-29","10:35:12"
"40932","7890","Mark Arnold","37822","Boston","38.9391","-117.409","38.9388","-117.419","2.89","8.63","Completed","Cash","2023-01-29","10:11:00","2023-01-29","10:19:40"
"40933","6905","Lisa Watson","25165","Chicago","37.1465","-108.161","37.1687","-108.139","2.78","6.13","No-Show","Card","2023-01-29","10:12:00","2023-01-29","10:20:20"
"40934","2903","Peter Weeks PhD","68918","Los Angeles","38.8766","-80.6992","38.8469","-80.6806","11.33","25.21","Completed","Cash","2023-01-29","10:13:00","2023-01-29","10:46:59"
"40935","4361","Jamie Bailey","39674","Seattle","38.0322","-94.4639","38.0549","-94.4743","9.75","25.16","Completed","Wallet","2023-01-29","10:14:00","2023-01-29","10:43:15"
"40936","3998","Angela Robbins","85171","Boston","37.9527","-99.4256","37.9885","-99.4197","7.13","19.55","No-Show","Card","2023-01-29","10:15:00","2023-01-29","10:36:23"
"40937","2341","Mr. Jose Harrell II","99065","Seattle","38.3542","-92.7098","38.3654","-92.6813","8.37","21.88","Completed","UPI","2023-01-29","10:16:00","2023-01-29","10:41:06"
"40938","2861","Destiny Murphy","74846","Seattle","39.2926","-108.523","39.2543","-108.539","12.58","19.57","Completed","UPI","2023-01-29","10:17:00","2023-01-29","10:54:44"
"40939","3455","Jeremiah Moore","12851","New York","39.3664","-102.493","39.342","-102.489","0.56","4.22","Completed","Card","2023-01-29","10:18:00","2023-01-29","10:19:40"
"40940","4792","Valerie Hartman","97628","New York","40.709","-106.85","40.725","-106.873","6.71","14.61","Cancelled","Cash","2023-01-29","10:19:00","2023-01-29","10:39:07"
"40941","6864","Tyler Mullen","31831","Los Angeles","40.6451","-81.7067","40.6865","-81.708","6.16","15.15","Completed","Card","2023-01-29","10:20:00","2023-01-29","10:38:28"
"40942","7991","Jeremy Walter","48872","San Francisco","39.2917","-91.9813","39.3006","-91.9901","5.26","12.94","No-Show","Wallet","2023-01-29","10:21:00","2023-01-29","10:36:46"
"40943","6896","Joy Strong","40039","San Francisco","37.4168","-82.2548","37.3702","-82.2147","7.38","14.46","Completed","Cash","2023-01-29","10:22:00","2023-01-29","10:44:08"
"40944","2308","Angela Lee","80311","Boston","37.4159","-97.7343","37.4071","-97.7046","4.35","11.63","Completed","UPI","2023-01-29","10:23:00","2023-01-29","10:36:03"
"40945","9131","Joseph Wright","32924","Seattle","37.2852","-109.072","37.2874","-109.099","12.15","28.67","Completed","UPI","2023-01-29","10:24:00","2023-01-29","11:00:27"
"40946","9089","Christopher Alvarez","12794","Seattle","38.9914","-82.3307","38.9875","-82.3123","6.37","14.72","Completed","UPI","2023-01-29","10:25:00","2023-01-29","10:44:06"
"40947","8797","William Gibson","28980","New York","38.8737","-106.214","38.8963","-106.179","8.8","21.58","Completed","Cash","2023-01-29","10:26:00","2023-01-29","10:52:24"
"40948","4213","Kenneth Schroeder","93194","Los Angeles","38.1387","-98.9073","38.1055","-98.8579","8.36","14.02","Completed","Wallet","2023-01-29","10:27:00","2023-01-29","10:52:04"
"40949","9438","Shawn Hahn","31137","San Francisco","40.2743","-100.162","40.2764","-100.133","9.55","14.57","Completed","UPI","2023-01-29","10:28:00","2023-01-29","10:56:39"
"40950","3224","Angela Ball","60137","Boston","37.7079","-115.284","37.7109","-115.273","10.02","25","Completed","UPI","2023-01-29","10:29:00","2023-01-29","10:59:03"
"40951","3858","Harry Fisher","19593","Boston","40.4383","-85.3632","40.4043","-85.3192","5.48","11.44","Cancelled","Wallet","2023-01-29","10:30:00","2023-01-29","10:46:26"
"40952","2367","John Young","52270","Los Angeles","37.023","-106.678","37.0725","-106.701","11.12","25.9","Completed","Card","2023-01-29","10:31:00","2023-01-29","11:04:21"
"40953","6144","Darlene Campos","48478","New York","39.6096","-104.983","39.5657","-104.958","8.72","20.9","Completed","Wallet","2023-01-29","10:32:00","2023-01-29","10:58:09"
"40954","1702","Terri Garcia","46419","San Francisco","40.3898","-121.227","40.3934","-121.275","4.47","8.61","Completed","UPI","2023-01-29","10:33:00","2023-01-29","10:46:24"
"40955","2550","Kevin Phillips","86743","Seattle","40.3674","-93.1937","40.3756","-93.2077","7.23","14","Completed","Wallet","2023-01-29","10:34:00","2023-01-29","10:55:41"
"40956","7671","Karen Mathis","88777","San Francisco","38.9609","-117.754","38.9713","-117.72","10.47","21.65","Completed","UPI","2023-01-29","10:35:00","2023-01-29","11:06:24"
"40957","2333","Monica Jensen","55951","New York","38.2688","-75.5472","38.2252","-75.5243","13.17","21.49","Completed","UPI","2023-01-29","10:36:00","2023-01-29","11:15:30"
"40958","2798","Daniel Crawford","52193","New York","38.7322","-75.4081","38.7312","-75.359","5.7","13.17","Completed","Cash","2023-01-29","10:37:00","2023-01-29","10:54:06"
"40959","4455","Julie Williams","81254","Boston","39.3185","-83.1182","39.3456","-83.1545","5.31","10.42","Completed","Wallet","2023-01-29","10:38:00","2023-01-29","10:53:55"
"40960","4365","Shane Simmons","75597","New York","40.9711","-84.0909","41.0201","-84.1154","4.51","10.95","Completed","Card","2023-01-29","10:39:00","2023-01-29","10:52:31"
"40961","9855","Elizabeth Yoder","21342","Chicago","40.8641","-102.432","40.8697","-102.394","7.43","18.3","Completed","UPI","2023-01-29","10:40:00","2023-01-29","11:02:17"
"40962","3627","Andrew Thompson","67067","Los Angeles","40.3642","-93.7091","40.3687","-93.7533","10.43","23.78","Completed","Cash","2023-01-29","10:41:00","2023-01-29","11:12:17"
"40963","3084","Stephanie Wilson","76415","Los Angeles","39.8985","-120.21","39.8803","-120.227","0.2","2.9","Completed","UPI","2023-01-29","10:42:00","2023-01-29","10:42:36"
"40964","5973","Paul Brooks","43950","New York","37.0651","-107.216","37.0152","-107.226","8.56","18.61","Completed","Card","2023-01-29","10:43:00","2023-01-29","11:08:40"
"40965","3149","Samantha Flores","88078","Los Angeles","38.3675","-114.033","38.3749","-114.004","8.05","21.21","Completed","Card","2023-01-29","10:44:00","2023-01-29","11:08:09"
"40966","4426","Sandra Barker","19055","Boston","37.6136","-104.46","37.6273","-104.419","4.53","11.48","Completed","Wallet","2023-01-29","10:45:00","2023-01-29","10:58:35"
"40967","7608","Cassandra Odom","56669","San Francisco","40.9562","-101.747","40.9868","-101.753","6.84","15.5","Cancelled","Card","2023-01-29","10:46:00","2023-01-29","11:06:31"
"40968","7837","Sue Russo","12386","San Francisco","39.1416","-109.284","39.1255","-109.247","6.42","15.19","Completed","UPI","2023-01-29","10:47:00","2023-01-29","11:06:15"
"40969","1479","Karen Wagner","83393","Los Angeles","38.59","-76.1664","38.6088","-76.1554","8.82","22.77","Completed","Cash","2023-01-29","10:48:00","2023-01-29","11:14:27"
"40970","4730","Steven Ayala","16223","New York","37.6795","-112.864","37.7134","-112.907","4.9","9.75","Completed","Wallet","2023-01-29","10:49:00","2023-01-29","11:03:42"
"40971","7359","Megan Miller","83608","Seattle","40.2819","-111.929","40.2827","-111.968","9.81","18.48","Completed","Wallet","2023-01-29","10:50:00","2023-01-29","11:19:25"
"40972","8142","Ann Conner","67368","Los Angeles","40.9523","-102.481","40.9219","-102.515","5.53","8.73","Completed","Card","2023-01-29","10:51:00","2023-01-29","11:07:35"
"40973","2350","Mary Brady","40343","Seattle","39.3426","-105.692","39.3775","-105.729","9.25","16.5","Cancelled","Cash","2023-01-29","10:52:00","2023-01-29","11:19:45"
"40974","9891","Mark Foley","29750","Seattle","37.8495","-114.557","37.8705","-114.597","6.49","12.93","Completed","Cash","2023-01-29","10:53:00","2023-01-29","11:12:28"
"40975","3647","Alicia Thornton","72215","Chicago","38.7828","-119.296","38.8261","-119.287","7.58","18.47","Completed","Cash","2023-01-29","10:54:00","2023-01-29","11:16:44"
"40976","6366","Joanna Wong","51612","Boston","40.937","-101.742","40.9458","-101.709","4.36","15.41","Completed","Card","2023-01-29","10:55:00","2023-01-29","11:08:04"
"40977","6108","Shawn Solomon","32210","Los Angeles","40.1873","-99.4643","40.2015","-99.5023","9.9","21.1","Completed","Card","2023-01-29","10:56:00","2023-01-29","11:25:42"
"40978","2721","Jacob Smith","60369","Seattle","38.966","-104.237","38.9599","-104.263","6.14","13.72","Completed","Card","2023-01-29","10:57:00","2023-01-29","11:15:25"
"40979","4159","Beth Moss","86652","Seattle","39.6195","-85.6954","39.5887","-85.6589","4.87","12.42","Cancelled","Card","2023-01-29","10:58:00","2023-01-29","11:12:36"
"40980","1333","Christian Jackson","68267","Boston","38.1121","-84.8864","38.0887","-84.9156","4.88","9.98","Cancelled","Cash","2023-01-29","10:59:00","2023-01-29","11:13:38"
"40981","9855","Elizabeth Yoder","33043","Seattle","38.9019","-111.338","38.9082","-111.333","10.64","19.8","Completed","Wallet","2023-01-29","11:00:00","2023-01-29","11:31:55"
"40982","9970","Samantha Oconnell","61805","Seattle","39.4117","-113.916","39.4215","-113.914","5","9.64","Completed","Card","2023-01-29","11:01:00","2023-01-29","11:16:00"
"40983","2223","Rachel Cole","82889","New York","40.3968","-73.0704","40.3919","-73.0718","9.07","17.64","Completed","Card","2023-01-29","11:02:00","2023-01-29","11:29:12"
